name,is_classical,choice_depth,split
VectorField.mlieBracketWithin_const_smul_right,1,3,classical_heldout
IsLocalization.mem_localizationLocalizationSubmodule,0,,train
Mathlib.Tactic.FieldSimp.NF.cons_eq_div_of_eq_div',1,3,classical_heldout
Real.Angle.sin_eq_zero_iff,1,4,classical_heldout
Polynomial.coeff_expand,1,4,classical_heldout
Mathlib.Tactic.Order.ToInt.exists_translation,1,4,classical_heldout
Manifold.IsImmersionAtOfComplement.source_subset_preimage_source,1,3,classical_heldout
Rat.num_den_mk,1,6,classical_heldout
mem_rootsOfUnity',0,,train
AlgebraicTopology.NormalizedMooreComplex.d_squared,1,3,classical_heldout
CategoryTheory.isVanKampenColimit_extendCofan,1,3,classical_heldout
PeriodPair.weierstrassPExcept_of_notMem,1,4,classical_heldout
stereo_right_inv,1,3,classical_heldout
CategoryTheory.Functor.hasPointwiseLeftKanExtensionAt_iff_of_natIso,1,4,classical_heldout
Set.encard_le_one_iff,1,3,classical_heldout
Unitary.two_mul_one_sub_le_norm_sub_one_sq,1,3,classical_heldout
ergodic_smul_of_denseRange_pow,1,6,classical_heldout
Metric.exists_finite_isCover_of_totallyBounded,1,7,classical_heldout
Filter.one_le_div_iff,0,,train
Asymptotics.isBigOTVS_iff_isBigO,1,3,classical_heldout
Mathlib.Meta.NormNum.isNNRat_lt_true,1,8,classical_heldout
MeasureTheory.exists_measurable_le_forall_setLIntegral_eq,1,3,classical_heldout
TendstoUniformlyOn.prodMap,0,,train
CategoryTheory.Subgroupoid.Map.arrows_iff,0,,test
ContinuousOn.tendsto_restrict_iff_tendstoUniformlyOn,0,,train
IsCofinal.mono,0,,train
Dynamics.coverMincard_le_netMaxcard,1,2,classical_heldout
MeromorphicOn.eventually_analyticAt_or_mem_compl,1,5,classical_heldout
ProbabilityTheory.Kernel.integrable_density,1,4,classical_heldout
padicNorm.div,1,6,classical_heldout
RootPairing.Iic_chainTopCoeff_eq,1,3,classical_heldout
MeasureTheory.upperCrossingTime_bound_eq,1,3,classical_heldout
Multiset.fold_distrib,0,,train
Real.sqrtTwoAddSeries_step_up,1,3,classical_heldout
PolynomialLaw.exists_lift_of_mem_range_rTensor,0,,train
VectorField.lieBracket_add_left,1,5,classical_heldout
CategoryTheory.EffectiveEpiFamily.hom_ext,1,4,classical_heldout
Finset.card_mul_dens,1,5,classical_heldout
RootPairing.InvariantForm.apply_eq_or_of_apply_ne,1,3,classical_heldout
Multiset.exists_mem_of_rel_of_mem,0,,train
Denumerable.sigma_ofNat_val,0,,train
ContinuousOn.cfc_of_mem_nhdsSet,1,2,classical_heldout
Part.sdiff_get_eq,0,,train
Order.length_le_height,0,,val
Relation.comp_eq_fun,0,,train
SimpleGraph.Colorable.chromaticNumber_eq_sInf,1,3,classical_heldout
CategoryTheory.Presieve.preservesProduct_of_isSheafFor,1,2,classical_heldout
Nat.zmodeq_ofDigits_digits,0,,train
Language.one_add_self_mul_kstar_eq_kstar,0,,train
AffineSubspace.wOppSide_smul_vsub_vadd_left,1,7,classical_heldout
DyckWord.count_take_firstReturn_add_one,0,,train
MeasureTheory.ae_iff_of_countable,1,3,classical_heldout
CategoryTheory.Functor.shiftIso_add_hom_app,0,,train
CoxeterSystem.IsReflection.odd_length,1,3,classical_heldout
ProperCone.innerDual_univ,1,3,classical_heldout
hasStrictDerivAt_inv,1,3,classical_heldout
Ideal.le_spanNorm_spanNorm,1,5,classical_heldout
Polynomial.exists_eq_gaussNorm,1,3,classical_heldout
ProbabilityTheory.Kernel.IndepSets.iUnion,0,,train
EuclideanDomain.gcd_val,1,6,classical_heldout
MeromorphicOn.divisor_sub_const_of_ne,1,2,classical_heldout
Real.deriv2_qaryEntropy,1,3,classical_heldout
Ideal.height_le_iff_exists_minimalPrimes,1,3,classical_heldout
AlgebraicGeometry.Scheme.Cover.ColimitGluingData.fst_gluedCocone_ι,1,4,classical_heldout
wellFounded_lt_exact_sequence,1,4,classical_heldout
CategoryTheory.Functor.preservesFiniteColimits_of_preservesCokernels,1,5,classical_heldout
Filter.prod_lift_lift,0,,train
CochainComplex.HomComplex.Cochain.d_comp_ofHoms_v,0,,train
MvPowerSeries.expand_eq_expand,1,2,classical_heldout
Matroid.IsBase.mem_fundCocircuit_iff_mem_fundCircuit,1,5,classical_heldout
Pi.apply_le_of_toLex,1,5,classical_heldout
AddSubmonoid.bsupr_eq_mrange_dfinsuppSumAddHom,1,3,classical_heldout
Set.uIcc_injective_right,0,,test
Equiv.swap_comp_apply,0,,train
ProbabilityTheory.Kernel.parallelComp_sum_right,1,2,classical_heldout
Nat.factoredNumbers_insert,0,,train
LinearMap.IsSymmetric.exists_eigenvalues_eq,1,3,classical_heldout
SimplicialObject.Splitting.IndexSet.eqId_iff_eq,1,6,classical_heldout
Finset.lcm_eq_prod,1,4,classical_heldout
QPF.Fix.dest_mk,0,,train
Nat.choose_mul_add,1,5,classical_heldout
iteratedFDeriv_add_apply,1,4,classical_heldout
Nat.gcd_fib_add_mul_self,0,,test
ProbabilityTheory.IsGaussian.integrable_dual,1,4,classical_heldout
DenomsClearable.add,1,7,classical_heldout
Nat.preimage_Ioi,0,,train
EReal.toReal_mul,1,5,classical_heldout
Set.subset_image2_diff_right,0,,train
ScottContinuousOn.prodMk,0,,val
VitaliFamily.ae_tendsto_lintegral_div,1,4,classical_heldout
Filter.Tendsto.atTop_smul_nhds_tendsto_asymptoticNhds,1,9,classical_heldout
MeasureTheory.Measure.haar.prehaar_mem_haarProduct,1,4,classical_heldout
MDifferentiableWithinAt.hasMFDerivWithinAt,1,2,classical_heldout
MeasureTheory.condExpIndSMul_empty,1,4,classical_heldout
MonomialOrder.coeff_prod_sum_degree,1,2,classical_heldout
List.Vector.mapAccumr₂_bisim_tail,0,,train
SimpleGraph.fromEdgeSet_union,0,,train
ContinuousMultilinearMap.fin0_apply_norm,1,5,classical_heldout
finite_of_fin_dim_affineIndependent,1,3,classical_heldout
MeasureTheory.Submartingale.eLpNorm_stoppedAbove_le',1,3,classical_heldout
Real.not_continuousAt_deriv_qaryEntropy_zero,1,3,classical_heldout
HurwitzKernelBounds.f_le_g_nat,1,4,classical_heldout
ZMod.orderOf_one_add_four_mul,1,4,classical_heldout
Real.range_arcsin,1,3,classical_heldout
RingHom.surjective_localRingHom_iff,1,6,classical_heldout
Measure.ext_of_integral_mul_prod_boundedContinuousFunction,1,3,classical_heldout
LieSubmodule.lcs_sup,0,,train
Module.Basis.linearCombination_coord,1,3,classical_heldout
minpoly.dvd,1,2,classical_heldout
Batteries.AssocList.toList_modify,0,,train
MeasureTheory.Measure.haar.chaar_sup_le,1,3,classical_heldout
continuousWithinAt_prod_of_discrete_right,0,,train
ADEInequality.admissible_of_one_lt_sumInv_aux,1,7,classical_heldout
List.one_le_prod,0,,train
NFA.evalFrom_iUnion,0,,test
LieModule.weight_vector_multiplication,0,,train
Polynomial.tendsto_div_exp_atTop,1,4,classical_heldout
List.aestronglyMeasurable_prod,1,6,classical_heldout
HurwitzZeta.oddKernel_neg,1,5,classical_heldout
RingHom.pNilradical_le_ker_of_perfectRing,1,7,classical_heldout
Affine.Simplex.ninePointCircle_reindex,1,3,classical_heldout
Ideal.matrix_top,1,8,classical_heldout
Convex.lipschitzOnWith_of_nnnorm_hasFDerivWithin_le,1,4,classical_heldout
CategoryTheory.Limits.MonoCoprod.mono_of_injective_aux,1,2,classical_heldout
TensorProduct.gradedCommAux_lof_tmul,1,14,classical_heldout
leftLim_rightLim,1,2,classical_heldout
Valued.extension_extends,1,3,classical_heldout
NumberField.mixedEmbedding.exists_ne_zero_mem_ringOfIntegers_lt',1,2,classical_heldout
Ordnode.Valid'.eraseMin_aux,1,8,classical_heldout
List.isChain_getLast_head_splitBy,0,,train
FirstOrder.Field.ACF_categorical,1,1,classical_heldout
PolyEquivTensor.toFunLinear_mul_tmul_mul,1,2,classical_heldout
Polynomial.Gal.galAction_isPretransitive,1,3,classical_heldout
IsDedekindDomain.HeightOneSpectrum.maxPowDividing_eq_pow_multiset_count,1,3,classical_heldout
associatedPrimes.finite,1,3,classical_heldout
CategoryTheory.SimplicialThickening.hom_ext,0,,train
CartanMatrix.isSimplyLaced_E₇,0,,train
tendsto_intCast_atBot_sup_atTop_cobounded,1,3,classical_heldout
Nat.totient_eq_mul_prod_factors,1,5,classical_heldout
PrimeSpectrum.primeSpectrumProd_symm_inr,1,6,classical_heldout
MulLECancellable.of_mul_right,0,,val
CategoryTheory.Adjunction.Triple.mono_leftToRight_app_iff,1,5,classical_heldout
Function.Odd.const_smul,0,,train
MonoidAlgebra.support_single_mul,1,2,classical_heldout
ValuationSubring.isMax_toLocalSubring,1,3,classical_heldout
le_egauge_of_forall_ne_zero,1,5,classical_heldout
Fin.append_cast_left,0,,train
Nat.self_mod_pow_eq_ofDigits_take,1,10,classical_heldout
UV.card_compress,1,6,classical_heldout
Monoid.exponent_eq_iSup_orderOf,1,2,classical_heldout
SimpleGraph.IsTuranMaximal.not_adj_trans,1,2,classical_heldout
measurableSet_range_inr,1,10,classical_heldout
RingHom.FaithfullyFlat.codescendsAlong_injective,1,9,classical_heldout
Set.Finite.injOn_of_encard_image_eq,1,2,classical_heldout
Hyperreal.coe_lt_omega,1,4,classical_heldout
Polynomial.sub_one_pow_totient_le_cyclotomic_eval,1,4,classical_heldout
Measurable.forall,1,4,classical_heldout
PseudoEMetricSpace.ext,0,,train
HurwitzZeta.oddKernel_undef,1,4,classical_heldout
Set.powersetCard.nontrivial_iff,1,4,classical_heldout
MeasureTheory.Measure.sub_add_cancel_of_le,1,6,classical_heldout
Set.pi_univ_Ioc_update_right,0,,train
aemeasurable_of_map_neZero,1,3,classical_heldout
Algebra.norm_eq_of_ringEquiv,1,2,classical_heldout
cfc_integral',1,3,classical_heldout
PeriodPair.G_eq_zero_of_odd,1,4,classical_heldout
Matrix.charpoly_reindex,1,7,classical_heldout
Cardinal.card_iUnion_lt_iff_forall_of_isRegular,1,4,classical_heldout
mem_powers_of_prime_card,1,5,classical_heldout
Nat.one_lt_div_of_mem_properDivisors,1,7,classical_heldout
MeasureTheory.eventually_div_right_iff,1,7,classical_heldout
Multiset.revzip_powersetAux_perm_aux',1,3,classical_heldout
MonoidAlgebra.curryAlgEquiv_symm_single,1,3,classical_heldout
ContMDiffOn.union_of_isOpen,1,9,classical_heldout
IsPrimitiveRoot.zmodEquivZPowers_apply_coe_int,1,6,classical_heldout
PiToModule.fromEnd_injective,1,6,classical_heldout
AnalyticOn.domDomCongr_iteratedFDeriv,1,4,classical_heldout
Nat.succ_dvd_centralBinom,1,9,classical_heldout
Filter.subsingleton_iff_exists_le_pure,1,7,classical_heldout
ArithmeticFunction.carmichael_two_pow_of_ne_two,1,3,classical_heldout
HolderOnWith.of_le,1,3,classical_heldout
Multiset.map_add_right_Ico,1,3,classical_heldout
Set.tsub_encard_le_encard_diff,1,5,classical_heldout
SimpleGraph.completeMultipartiteGraph.not_cliqueFree_of_le_enatCard,1,2,classical_heldout
SemigroupIdeal.mem_closure'',0,,train
MeasureTheory.Integrable.piecewise,1,5,classical_heldout
Matrix.diagonal_transpose,0,,train
List.length_injective_iff,0,,train
Matrix.invOf_mul_eq_iff_eq_mul_left,1,7,classical_heldout
List.Vector.prod_set,0,,train
LieAlgebra.derivedSeries_of_bot_eq_bot,1,6,classical_heldout
SmoothBumpFunction.exists_r_pos_lt_subset_ball,1,4,classical_heldout
Finsupp.embDomain_apply,1,2,classical_heldout
Order.le_krullDim_iff,1,5,classical_heldout
FractionalIdeal.isPrincipal.of_finite_maximals_of_inv,1,2,classical_heldout
RatFunc.liftMonoidWithZeroHom_injective,1,8,classical_heldout
CategoryTheory.ShortComplex.HomologyData.exact_iff',1,5,classical_heldout
Module.exists_ltSeries_support_isMaximal_last_of_ltSeries_support,1,3,classical_heldout
Polynomial.coeff_mem_coeffs,1,3,classical_heldout
EuclideanGeometry.Sphere.isTangentAt_center_iff,1,4,classical_heldout
MeasureTheory.Measure.sum_comp_equiv,1,4,classical_heldout
Fin.init_snoc,0,,train
ContinuousLinearMap.comp_cpolynomialOn,1,5,classical_heldout
Equiv.Perm.zpow_apply_eq_of_apply_apply_eq_self,0,,train
inv_antitoneOn_Ioi,1,7,classical_heldout
AlgebraicIndependent.transcendental,1,6,classical_heldout
tendsto_pow_atTop_nhds_zero_iff_norm_lt_one,1,3,classical_heldout
Set.Finite.exists_finset_coe,1,9,classical_heldout
Equiv.Perm.sign_sumCongr,1,6,classical_heldout
Ordinal.nfp_mul_one,1,4,classical_heldout
IsFractionRing.nonZeroDivisors_eq_isUnit,0,,train
hasGradientAtFilter_const,1,5,classical_heldout
Asymptotics.IsLittleOTVS.tendsto_inv_smul,1,2,classical_heldout
Orientation.cos_oangle_add_left_mul_norm_of_oangle_eq_pi_div_two,1,4,classical_heldout
AffineMap.hasDerivAtFilter,1,4,classical_heldout
HurwitzZeta.hurwitzZetaEven_one_sub_two_mul_nat,1,3,classical_heldout
Function.Injective.mulActionHom_embedding_isInjective,0,,train
Cardinal.le_mul_right,1,4,classical_heldout
Set.Ioo_pred_left_eq_Ioc_of_not_isMin,0,,train
EReal.mul_ne_top,1,4,classical_heldout
MvPowerSeries.coe_eval₂Hom,1,2,classical_heldout
Real.hasDerivWithinAt_arcsin_Ici,1,4,classical_heldout
List.length_permutationsAux,0,,train
Ideal.spanNorm_mul_spanNorm_le,1,6,classical_heldout
ProbabilityTheory.Kernel.indep_biSup_limsup,1,5,classical_heldout
Matroid.contract_spanning_iff,1,7,classical_heldout
AnalyticOn.comp_sub,1,7,classical_heldout
ProbabilityTheory.evariance_lt_top,1,4,classical_heldout
Finset.toLeft_cons_inl,0,,train
Stream'.Seq.get?_zero_eq_none,0,,val
ContinuousMultilinearMap.curry_uncurryRight,1,5,classical_heldout
HasStrictDerivAt.rpow,1,4,classical_heldout
AlgebraicGeometry.exists_lift_of_germInjective,1,4,classical_heldout
Behrend.exp_neg_two_mul_le,1,3,classical_heldout
MeasureTheory.Measure.AbsolutelyContinuous.mk,1,6,classical_heldout
Mathlib.Tactic.Module.NF.eval_algebraMap,0,,train
HurwitzZeta.completedCosZeta_residue_zero,1,5,classical_heldout
Real.exists_nat_abs_mul_sub_round_le,1,3,classical_heldout
MeasureTheory.lintegral_const_mul'',1,4,classical_heldout
CategoryTheory.Idempotents.isIdempotentComplete_iff_idempotents_have_kernels,1,4,classical_heldout
MeasureTheory.le_iInf_lintegral,1,8,classical_heldout
CategoryTheory.Presieve.bindOfArrows_ofArrows,0,,train
CategoryTheory.Limits.colimit.map_desc,1,4,classical_heldout
Associates.eq_pow_count_factors_of_dvd_pow,1,3,classical_heldout
indepFun_of_bcf,1,3,classical_heldout
IsLocalization.algebraMap_isUnit_iff,0,,test
List.rel_mem,0,,val
Filter.map_inf',0,,train
FinEnum.recEmptyOption_of_card_eq_zero,1,8,classical_heldout
CategoryTheory.Functor.commShiftPullback_iso_eq,0,,train
Finsupp.erase_ne,0,,train
InformationTheory.klDiv_self,1,2,classical_heldout
ProbabilityTheory.tilted_mul_apply_eq_ofReal_integral_cgf',1,3,classical_heldout
Polynomial.annIdealGenerator_eq_minpoly,1,2,classical_heldout
antideriv_bernoulliFun,1,4,classical_heldout
HurwitzZeta.hasSum_nat_hurwitzZetaOdd_of_mem_Icc,1,3,classical_heldout
surjOn_Ioi_of_monotone_surjective,0,,train
LinearMap.IsSymmetric.coe_reApplyInnerSelf_apply,1,5,classical_heldout
MvQPF.Fix.ind_rec,0,,train
jacobiTheta₂'_neg_left,1,4,classical_heldout
StieltjesFunction.measure_add,1,3,classical_heldout
hasFPowerSeriesAt_pi_iff,1,5,classical_heldout
CategoryTheory.Pretriangulated.preadditiveCoyoneda_homologySequenceδ_apply,0,,train
Matrix.circulant_mul,1,7,classical_heldout
MonotoneOn.map_sSup_of_continuousWithinAt,1,4,classical_heldout
MeasureTheory.martingalePart_bdd_difference,1,3,classical_heldout
Polynomial.Chebyshev.add_one_mul_T_eq_poly_in_U,1,6,classical_heldout
WeierstrassCurve.Projective.addX_neg,0,,train
contDiffOn_infty_iff_fderiv_of_isOpen,1,5,classical_heldout
MeasureTheory.Measure.prod_apply_le,1,4,classical_heldout
Matrix.etaExpand_eq,0,,train
Set.Sized.card_le,0,,train
SimpleGraph.Connected.exists_isTree_le,1,7,classical_heldout
SSet.Truncated.Edge.CompStruct.exists_of_simplex,0,,train
MvPolynomial.isEmptyRingEquiv_eq_coeff_zero,1,4,classical_heldout
GrpCat.FilteredColimits.colimitInvAux_eq_of_rel,0,,train
TypeVec.subtypeVal_toSubtype',0,,train
DirectedOn.le_of_maximal,0,,val
Polynomial.X_pow_sub_one_separable_iff,1,3,classical_heldout
tendsto_apply_add_mul_sq_div_sub,1,3,classical_heldout
String.toList_nonempty,1,8,classical_heldout
Set.powersetCard.coe_ofFinEmb,0,,train
Multiset.rel_map_right,0,,train
List.sublists'Aux_eq_array_foldl,0,,val
Rat.cast_inv_int,0,,test
Real.log_multiset_prod,1,4,classical_heldout
MvPolynomial.mem_vars,1,2,classical_heldout
PowerSeries.trunc_C_mul,1,4,classical_heldout
groupHomology.mapCycles₁_hom,1,6,classical_heldout
ppow_mul',0,,train
CategoryTheory.Presieve.isSheafFor_singleton_iso,0,,train
Matrix.IsTotallyUnimodular.apply,1,3,classical_heldout
Complex.UnitDisc.pow_eq_zero,1,4,classical_heldout
PNat.XgcdType.step_v,0,,test
MvPolynomial.dvd_smul_X_iff_exists,1,2,classical_heldout
pow_eq_pow_of_modEq,0,,test
OmegaCompletePartialOrder.Chain.map_le_map,0,,train
IntermediateField.eq_of_le_of_finrank_le',1,7,classical_heldout
MeasurableEmbedding.sigmaFinite_map,1,4,classical_heldout
MeasureTheory.FiniteMeasure.testAgainstNN_lipschitz_estimate,1,4,classical_heldout
IsSimpleRing.tfae,1,4,classical_heldout
analyticOrderAt_neg,1,2,classical_heldout
Cardinal.toENat_le_iff_of_le_aleph0,1,5,classical_heldout
StateTransition.mem_eval,0,,train
Module.FaithfullyFlat.one_tmul_eq_zero_iff,1,7,classical_heldout
transfiniteIterate_bot,1,3,classical_heldout
WeierstrassCurve.Jacobian.addY_of_Z_eq_zero_left,1,6,classical_heldout
Complex.isCauSeq_conj,1,3,classical_heldout
IsCompactOpenCovered.of_biUnion_eq_of_isCompact,1,2,classical_heldout
Finset.prod_congr_of_eq_on_inter,1,2,classical_heldout
CochainComplex.ConnectData.shape,0,,train
CategoryTheory.Limits.pullback_factors_iff,1,4,classical_heldout
Matrix.diagonal_unique,0,,train
iteratedDeriv_comp_neg,1,4,classical_heldout
meromorphicOrderAt_add_eq_left_of_lt,1,2,classical_heldout
Pell.dvd_of_ysq_dvd,1,4,classical_heldout
CategoryTheory.Limits.IsInitial.strict_hom_ext,1,4,classical_heldout
CategoryTheory.MonoidalCategory.DayFunctor.hom_ext,0,,train
Traversable.traverse_map',0,,train
SimpleGraph.Walk.IsPath.of_append_right,0,,train
HurwitzZeta.isBigO_atTop_oddKernel,1,4,classical_heldout
MeasureTheory.Martingale.bddAbove_range_iff_bddBelow_range,1,4,classical_heldout
Vector.isSome_finIdxOf?,0,,train
AddMonoidAlgebra.Monic.supDegree_pow,1,2,classical_heldout
hasStrictDerivAt_zpow,1,3,classical_heldout
DFA.acceptsFrom_inter,0,,train
List.mem_dlookup_kunion,0,,train
CategoryTheory.GrothendieckTopology.Point.toPresheafFiber_jointly_surjective₂,1,3,classical_heldout
ContinuousMap.continuous_isUnit_unit,1,3,classical_heldout
ProbabilityTheory.integral_tilted_mul_self,1,3,classical_heldout
MeasureTheory.withDensity_add_measure,1,6,classical_heldout
MeasureTheory.SimpleFunc.lintegral_mono_measure,1,5,classical_heldout
TopologicalSpace.IsOpenCover.jacobsonSpace_iff,1,2,classical_heldout
RingHom.IsStandardSmoothOfRelativeDimension.algebraMap_isLocalizationAway,1,7,classical_heldout
Topology.restrict_compl_reorderRestrictProd,1,3,classical_heldout
PosNum.minFacAux_to_nat,1,13,classical_heldout
AlgHom.ker_kerSquareLift,0,,train
Polynomial.roots_countP_pos_le_signVariations,1,3,classical_heldout
summable_descFactorial_mul_geometric_of_norm_lt_one,1,4,classical_heldout
IsLocalization.localization_localization_map_units,0,,train
Nat.zero_of_testBit_eq_false,0,,train
SimpleGraph.Walk.support_copy,0,,train
Equiv.Perm.IsCycle.isCycle_pow_pos_of_lt_prime_order,1,3,classical_heldout
ProjectiveSpectrum.union_zeroLocus,0,,train
Real.BohrMollerup.tendsto_logGammaSeq,1,3,classical_heldout
Matroid.IsRestriction.of_subset,1,4,classical_heldout
Polynomial.exists_primitive_lcm_of_isPrimitive,1,2,classical_heldout
ArchimedeanClass.exists_nat_ge_of_mk_nonneg,1,3,classical_heldout
MonomialOrder.sPolynomial_decomposition,1,2,classical_heldout
ZFSet.card_vonNeumann,1,4,classical_heldout
Ordinal.isClosedBelow_iff,1,4,classical_heldout
MeasureTheory.projectiveFamilyFun_congr,1,2,classical_heldout
Finset.card_le_card_biUnion_add_card_fiber,1,3,classical_heldout
CategoryTheory.Limits.zeroProdIso_inv_snd,1,4,classical_heldout
Finset.prod_involution,1,2,classical_heldout
Projectivization.mk_eq_mk_iff',0,,train
Set.add_mem_center,0,,val
